id_pelanggan;usia;status_pekerjaan;lama_bekerja_tahun;pendapatan_tahunan;skor_kredit;lama_riwayat_kredit_tahun;aset_tabungan;hutang_saat_ini;gagal_bayar_tercatat;tunggakan_2thn_terakhir;catatan_negatif;tipe_produk;tujuan_pinjaman;jumlah_pinjaman;suku_bunga;rasio_hutang_terhadap_pendapatan;rasio_pinjaman_terhadap_pendapatan;rasio_pembayaran_terhadap_pendapatan;status_pinjaman
CUST101177;33.00.00;Employed;00.08;64570;709;14.05;10058;17476;0;0;0;Kredit Berjalan;Medis;42000;09.49;0,188194444;0,045138889;0,150694444;1
CUST101178;23.00;Employed;02.05;18596;615;01.01;743;8966;0;1;0;Kartu Kredit;Konsolidasi Hutang;2100;20.09;0,334722222;0,078472222;0.038;0
CUST101179;21.00;Self-Employed;01.00;50133;610;02.05;1131;13923;0;0;0;Kartu Kredit;Pendidikan;64700;20.01;0,193055556;1.291;00.43;1
CUST101180;37.00.00;Self-Employed;02.09;26782;695;13.00;32;9284;0;0;0;Pinjaman Pribadi;Pendidikan;8100;11.03;0,240972222;0,209722222;0,070138889;1
CUST101181;51.00.00;Employed;02.08;52704;650;29.05.00;303;4556;0;0;0;Kredit Berjalan;Pribadi;30300;0,419444444;0.086;0,399305556;0,133333333;1
CUST101182;46.00.00;Employed;11.07;16246;675;24.07.00;46;2454;0;0;0;Kredit Berjalan;Pribadi;5400;09.18;0,104861111;0,230555556;0,077083333;1
CUST101183;18.00;Employed;00.00;17662;695;01.03;203;3797;0;0;1;Kartu Kredit;Renovasi Rumah;8800;0,771527778;0,149305556;0,345833333;0,115277778;1
CUST101184;23.00;Employed;00.08;15000;713;03.07;6;7669;0;0;0;Kartu Kredit;Medis;20200;0,716666667;0,354861111;1.347;0,311805556;0
CUST101185;46.00.00;Self-Employed;04.00;143141;690;20.06;3810;51460;0;0;0;Pinjaman Pribadi;Pribadi;100000;0,514583333;00.36;0,485416667;0,161805556;1
CUST101186;23.00;Employed;04.02;22177;716;04.06;103;2596;0;0;0;Kartu Kredit;Pendidikan;30200;16.46;0,08125;1.362;0,315277778;1
CUST101187;32.00.00;Employed;03.06;23587;599;09.09;373;16091;0;0;1;Kredit Berjalan;Medis;6400;0,636111111;0,473611111;0,188194444;00.09;0
CUST101188;41.00.00;Self-Employed;03.01;69640;711;09.01;184;13756;0;0;0;Pinjaman Pribadi;Pribadi;20900;10.53;0,1375;00.03;00.01;1
CUST101189;23.00;Employed;04.05;20972;688;01.08;62;2696;0;0;0;Kartu Kredit;Pribadi;2500;17.39;0,089583333;0,082638889;00.04;1
CUST101190;36.00.00;Employed;06.09;22731;637;14.01;1269;4916;0;0;0;Kredit Berjalan;Konsolidasi Hutang;18500;12.57;0,15;0,565277778;0,188194444;0
CUST101191;18.00;Employed;00.00;22200;509;01.02;47;8569;0;1;0;Pinjaman Pribadi;Pendidikan;37000;0,676388889;0,268055556;1.667;0,386111111;0
CUST101192;27.00.00;Self-Employed;04.09;29615;586;06.05;484;12933;1;3;0;Kartu Kredit;Bisnis;29600;0,922916667;0,303472222;0,69375;0,23125;0
CUST101193;38.00.00;Employed;14.01;119940;524;15.07;6954;27152;1;2;0;Kartu Kredit;Pribadi;51100;21.46;0,156944444;0,295833333;0,098611111;0
CUST101194;18.00;Student;01.08;18091;674;01.05;46;8141;0;0;1;Pinjaman Pribadi;Konsolidasi Hutang;33100;11.08;00.45;0,099305556;0,042361111;0
CUST101195;40.00.00;Employed;06.07;65403;698;02.07;516;15766;0;1;0;Kartu Kredit;Bisnis;55500;17.05;0,167361111;0,589583333;0,196527778;1
CUST101196;34.00.00;Student;01.02;33571;649;13.05;13536;19382;0;0;0;Kartu Kredit;Konsolidasi Hutang;3400;0,857638889;0,400694444;0,070138889;0.034;0
CUST101197;41.00.00;Employed;10.07;93123;761;06.00;130;43909;0;0;0;Pinjaman Pribadi;Pribadi;23700;09.35;0,327777778;0,177083333;0.085;1
CUST101198;37.00.00;Employed;19.00;62489;573;12.05;5023;16228;0;1;2;Pinjaman Pribadi;Pribadi;56900;15.29;00.26;0,632638889;0,211111111;0
CUST101199;51.00.00;Employed;16.00;48303;636;15.06;5332;13453;1;0;0;Kartu Kredit;Medis;44800;19.26;0,19375;0,64375;0,214583333;0
CUST101200;36.00.00;Student;01.04;17044;570;09.07;3193;3251;1;3;0;Kartu Kredit;Bisnis;1700;0,959027778;0,132638889;00.01;0.033;0
CUST101201;29.00.00;Employed;02.02;37498;604;05.08;2486;18210;0;3;0;Pinjaman Pribadi;Pribadi;3900;14.54;0,3375;0,072222222;0.035;0
CUST101202;36.00.00;Employed;02.05;45266;653;06.07;601;5608;0;0;0;Kartu Kredit;Pendidikan;48700;18.53;0,086111111;1.076;0,249305556;1
CUST101203;41.00.00;Self-Employed;02.08;44784;619;18.09;990;8727;0;2;0;Kredit Berjalan;Renovasi Rumah;37400;11.49;0,135416667;0,579861111;0,193055556;0
CUST101204;35.00.00;Employed;09.07;46488;655;11.02;1790;13989;0;0;0;Kartu Kredit;Renovasi Rumah;55300;17.28;0,209027778;01.19;0,275694444;1
CUST101205;35.00.00;Self-Employed;11.05;69135;724;07.04;19507;5862;0;0;0;Kartu Kredit;Pribadi;49000;16.12;0.085;0,492361111;0,163888889;1
CUST101206;26.00.00;Employed;07.00;124913;615;00.03;106;64296;0;2;0;Kredit Berjalan;Medis;50000;0,517361111;0,357638889;00.04;0,092361111;0
CUST101207;27.00.00;Employed;00.06;17633;629;02.06;1015;5803;0;1;0;Pinjaman Pribadi;Bisnis;18100;13.18;0,228472222;1.026;0,2375;0
CUST101208;18.00;Self-Employed;01.00;90246;723;01.03;55;42147;0;0;0;Kartu Kredit;Pribadi;14200;16.41;0,324305556;0,109027778;0.052;1
CUST101209;55.00.00;Employed;32.06.00;85306;612;02.05;500;17557;0;3;0;Pinjaman Pribadi;Pendidikan;86400;13.22;0,143055556;1.013;0,234722222;0
CUST101210;20.00;Self-Employed;01.00;93361;693;01.04;82;21515;0;0;0;Pinjaman Pribadi;Bisnis;100000;11.11;00.23;1.071;0,247916667;0
CUST101211;26.00.00;Employed;00.02;31176;537;06.04;253;11849;0;0;0;Kartu Kredit;Pribadi;12700;21.03;00.38;0,282638889;0,094444444;0
CUST101212;26.00.00;Employed;05.06;46939;550;05.05;389;8493;0;0;1;Kartu Kredit;Medis;57900;22.28;0,125694444;1.234;0,285416667;0
CUST101213;45.00.00;Employed;10.00;44357;824;10.04;2412;4003;0;0;0;Kredit Berjalan;Pendidikan;28400;06.33;00.09;0,044444444;0,147916667;1
CUST101214;31.00.00;Employed;09.05;63310;649;00.08;168;28599;0;2;0;Pinjaman Pribadi;Pendidikan;100000;13.54;0,313888889;01.58;0,365972222;0
CUST101215;49.00.00;Employed;14.02;65334;749;03.02;312;6442;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;100000;0,480555556;0.099;1.531;00.51;0
CUST101216;26.00.00;Employed;05.04;50020;721;05.06;52;19085;0;0;0;Kartu Kredit;Medis;24900;16.54;0,265277778;0,345833333;0,115277778;1
CUST101217;38.00.00;Employed;05.05;53441;673;03.08;4492;28286;0;0;0;Kartu Kredit;Pribadi;67400;18.04;0,367361111;1.261;00.42;0
CUST101218;24.00.00;Student;00.03;17849;549;05.02;896;5487;1;1;0;Kredit Berjalan;Pribadi;11800;14.08;0,213194444;0,459027778;00.22;0
CUST101219;60.00.00;Employed;36.09.00;34634;762;03.03;1087;4157;0;0;0;Pinjaman Pribadi;Bisnis;20700;08.43;00.12;0,415277778;0,138194444;1
CUST101220;20.00;Self-Employed;01.00;26521;642;01.04;24;9069;0;0;0;Kartu Kredit;Bisnis;22700;20.16;0,2375;0,594444444;0,197916667;1
CUST101221;38.00.00;Student;01.09;18976;617;04.05;526;2144;0;0;0;Kartu Kredit;Pribadi;1900;20.06;0,078472222;00.01;0.033;1
CUST101222;42.00.00;Self-Employed;16.03;79365;593;13.01;1106;43257;0;0;1;Kredit Berjalan;Renovasi Rumah;50000;0,636111111;0,378472222;0,04375;00.21;0
CUST101223;39.00.00;Employed;04.08;62966;654;09.04;12496;22324;0;0;0;Pinjaman Pribadi;Pribadi;46500;12.43;0,246527778;0,5125;0,170833333;1
CUST101224;32.00.00;Self-Employed;07.03;36788;615;06.04;100;1314;0;1;0;Kartu Kredit;Medis;44400;20.07;0.036;1.207;0,279166667;1
CUST101225;33.00.00;Employed;08.04;54866;637;14.03;854;9464;0;0;0;Kartu Kredit;Pribadi;70000;19.49;0,119444444;1.276;0,295138889;1
CUST101226;35.00.00;Employed;04.07;81675;729;00.05;530;28171;0;0;0;Kartu Kredit;Renovasi Rumah;70000;17.24;0,239583333;0,595138889;0,198611111;1
CUST101227;33.00.00;Student;01.07;16670;671;04.04;261;11726;0;0;0;Pinjaman Pribadi;Bisnis;28900;11.33;0,488194444;1.734;0,401388889;0
CUST101228;46.00.00;Employed;21.08;110797;576;21.08;30920;39941;0;0;0;Pinjaman Pribadi;Pribadi;100000;0,693055556;00.36;0,627083333;0,209027778;1
CUST101229;61.00.00;Employed;05.01;16827;691;07.08;174;8538;0;0;0;Kartu Kredit;Pendidikan;6200;0,752083333;0,352083333;0,255555556;0,085416667;1
CUST101230;28.00.00;Employed;05.07;41477;733;02.04;4932;7708;0;0;0;Kartu Kredit;Pribadi;16900;16.39;0,129166667;0,282638889;0,094444444;1
CUST101231;18.00;Employed;00.00;32037;555;00.03;2;6896;0;2;1;Pinjaman Pribadi;Pendidikan;21900;0,690972222;0,149305556;0,475;0,158333333;0
CUST101232;33.00.00;Employed;02.04;53465;578;07.00;2754;26671;0;1;1;Pinjaman Pribadi;Pendidikan;16800;16.55;0,346527778;0,218055556;0,072916667;0
CUST101233;65.00.00;Student;02.00;40276;820;16.01;780;16067;0;1;0;Pinjaman Pribadi;Bisnis;62900;09.21;0,277083333;1.562;0,361805556;1
CUST101234;25.00.00;Employed;04.02;49380;556;02.09;1525;5568;0;1;0;Kredit Berjalan;Pendidikan;28100;14.45;0,078472222;0,395138889;00.19;1
CUST101235;54.00.00;Employed;31.00.00;94039;700;29.01.00;58188;68953;0;0;0;Pinjaman Pribadi;Pribadi;100000;0,429166667;0,509027778;1.063;0,245833333;0
CUST101236;55.00.00;Employed;20.02;21459;616;07.05;626;1135;0;0;0;Kartu Kredit;Konsolidasi Hutang;14600;19.57;0.053;0,047222222;0,157638889;1
CUST101237;28.00.00;Employed;03.01;25287;599;08.09;5048;1587;0;1;0;Kartu Kredit;Pribadi;8200;22.08;0.063;0,225;0,075;0
CUST101238;41.00.00;Employed;19.02;41683;514;15.02;305;7235;1;1;2;Kartu Kredit;Renovasi Rumah;13700;22.18;0,120833333;0,228472222;00.11;0
CUST101239;54.00.00;Employed;16.01;88063;625;05.03;98;33312;1;0;0;Pinjaman Pribadi;Renovasi Rumah;48600;13.28;0,2625;0,383333333;0,127777778;0
CUST101240;30.00.00;Employed;07.00;58057;469;10.03;29615;13027;0;1;1;Kredit Berjalan;Pribadi;37700;13.08;0,155555556;0,450694444;0,15;1
CUST101241;32.00.00;Employed;08.01;25327;733;00.09;239;9002;0;0;0;Pinjaman Pribadi;Medis;6900;11.47;0,246527778;0,188888889;0.091;1
CUST101242;28.00.00;Employed;00.06;43778;604;07.06;1162;4536;0;0;0;Kartu Kredit;Pribadi;28900;19.17;0,072222222;0,045833333;00.22;1
CUST101243;22.00;Employed;01.04;17871;580;00.04;116;6256;0;0;0;Kartu Kredit;Pribadi;600;0,938888889;00.35;0.034;0.011;0
CUST101244;27.00.00;Student;00.07;22600;519;00.09;30;4305;0;2;0;Kartu Kredit;Bisnis;2300;0,971527778;00.19;0,070833333;0.034;0
CUST101245;20.00;;00.01;43587;491;00.08;9;10834;0;0;0;Kartu Kredit;Renovasi Rumah;24300;21.18;0,172916667;0,3875;0,129166667;0
CUST101246;35.00.00;Employed;01.08;77934;697;06.05;342;40786;0;0;0;Kartu Kredit;Bisnis;47100;18.44;0,363194444;0,419444444;0,139583333;0
CUST101247;25.00.00;Self-Employed;02.01;21779;576;00.07;42;2843;1;2;0;Kartu Kredit;Medis;26300;22.25;0,090972222;1.208;0,279861111;0
CUST101248;37.00.00;Employed;06.01;29543;656;09.08;14468;5309;0;0;0;Kartu Kredit;Bisnis;23800;0,813194444;00.18;0,559722222;0,186805556;1
CUST101249;18.00;Self-Employed;01.00;15000;622;00.05;21;4458;0;2;0;Pinjaman Pribadi;Medis;20200;14.21;0,20625;1.347;0,311805556;0
CUST101250;38.00.00;Employed;09.07;68922;563;03.05;726;3807;0;1;1;Kartu Kredit;Bisnis;56900;0,961805556;0.055;0,573611111;0,190972222;0
CUST101251;45.00.00;Employed;17.07;101494;773;00.02;29;6989;0;0;0;Kredit Berjalan;Bisnis;29300;07.49;0.069;0,200694444;0.096;1
CUST101252;18.00;Employed;00.00;15472;615;01.09;193;5345;0;1;0;Pinjaman Pribadi;Medis;29500;0,588888889;0,239583333;1.907;0,441666667;0
CUST101253;39.00.00;Employed;04.08;30573;616;04.08;214;13727;0;0;0;Pinjaman Pribadi;Pendidikan;16700;0,585416667;0,311805556;0,379166667;0,126388889;0
CUST101254;49.00.00;Employed;11.02;93146;655;08.01;306;46566;0;0;0;Kartu Kredit;Renovasi Rumah;60900;17.05;00.05;0,454166667;0,151388889;0
CUST101255;20.00;Employed;01.01;23927;591;00.09;50;7358;0;0;3;Kartu Kredit;Pendidikan;16300;21.44;0,213888889;0,472916667;0,157638889;0
CUST101256;55.00.00;Employed;27.04.00;112198;621;05.00;162;12838;0;1;0;Kartu Kredit;Pendidikan;7200;20.35;0,079166667;0.064;0.021;1
CUST101257;40.00.00;Employed;08.04;46203;596;21.05;5736;25222;0;1;0;Kredit Berjalan;Pribadi;34800;14.07;0,379166667;0,522916667;0,174305556;0
CUST101258;26.00.00;Employed;02.01;44021;558;00.02;22;23001;0;3;1;Kartu Kredit;Pendidikan;23700;0,939583333;0,363194444;0,373611111;0,124305556;0
CUST101259;34.00.00;Self-Employed;08.04;27166;659;02.03;250;3704;0;0;0;Pinjaman Pribadi;Bisnis;4800;12.07;0,094444444;0,122916667;0.059;1
CUST101260;41.00.00;Self-Employed;12.09;82113;606;15.06;2820;28331;0;2;1;Kartu Kredit;Bisnis;70000;19.46;0,239583333;0,591666667;0,197222222;0
CUST101261;35.00.00;Employed;12.09;15000;672;14.04;1625;3421;0;0;1;Pinjaman Pribadi;Konsolidasi Hutang;6200;12.43;0,158333333;0,286805556;0,095833333;0
CUST101262;41.00.00;Employed;11.04;124503;653;13.05;1778;14115;0;0;0;Pinjaman Pribadi;Renovasi Rumah;100000;12.25;0,078472222;0,557638889;0,186111111;1
CUST101263;23.00;Self-Employed;01.00;115961;593;01.06;27;9026;1;0;0;Kartu Kredit;Pribadi;70000;22.39;0.078;0,419444444;0,139583333;0
CUST101264;37.00.00;Student;01.02;20075;621;08.07;123;5253;0;2;0;Kredit Berjalan;Pendidikan;8800;0,507638889;0,181944444;0,304166667;0,101388889;1
CUST101265;18.00;Employed;00.00;20368;643;00.08;67;9732;0;0;0;Pinjaman Pribadi;Medis;36700;13.02;0,331944444;1.802;0,417361111;0
CUST101266;33.00.00;Employed;15.00;18917;694;09.03;1139;9168;0;0;0;Kredit Berjalan;Medis;5600;10.03;0,336805556;0,205555556;0.099;1
CUST101267;24.00.00;Employed;03.05;18307;669;04.04;143;3163;0;1;0;Kartu Kredit;Pribadi;22700;0,803472222;0,120138889;01.24;0,286805556;1
CUST101268;26.00.00;Employed;03.05;40242;636;07.02;6651;2618;0;3;1;Pinjaman Pribadi;Renovasi Rumah;62100;13.18;0.065;1.543;0,356944444;0
CUST101269;49.00.00;Student;01.05;15000;640;29.09.00;4171;1359;0;0;0;Kredit Berjalan;Pribadi;10600;12.14;0.091;0,490972222;0,163888889;1
CUST101270;48.00.00;Employed;29.03.00;79631;688;10.08;248;42777;0;0;0;Kredit Berjalan;Pribadi;31800;10.28;0,372916667;0,277083333;0,092361111;1
CUST101271;42.00.00;Employed;11.08;28752;601;00.03;136;1246;0;0;1;Pinjaman Pribadi;Pribadi;34400;14.02;0.043;1.196;0,277083333;0
CUST101272;21.00;Student;00.07;45377;674;01.04;578;13296;0;2;0;Pinjaman Pribadi;Medis;62100;0,545833333;0,203472222;1.369;0,316666667;0
CUST101273;31.00.00;Employed;06.03;27043;562;03.07;346;8138;0;0;1;Kredit Berjalan;Medis;5300;14.44;0,209027778;0,136111111;0.065;0
CUST101274;49.00.00;Employed;21.05;33255;698;26.08.00;1971;16576;0;0;0;Kartu Kredit;Pribadi;11900;18.31;0,345833333;0,248611111;0,082638889;1
CUST101275;36.00.00;Self-Employed;09.08;32499;592;05.07;96;12089;0;1;0;Kartu Kredit;Pendidikan;33000;0,938888889;0,258333333;1.015;0,234722222;0
CUST101276;62.00.00;Self-Employed;22.06;153087;717;14.07;31698;66697;0;0;0;Kartu Kredit;Renovasi Rumah;70000;0,720833333;0,302777778;0,317361111;0,105555556;1
CUST101277;39.00.00;Employed;13.00;68606;679;16.06;575;19886;0;0;0;Kredit Berjalan;Pendidikan;47000;09.32;00.29;0,475694444;0,158333333;1
CUST101278;37.00.00;Employed;18.01;26750;647;16.04;363;2950;0;1;0;Pinjaman Pribadi;Bisnis;35000;0,609027778;00.11;1.308;0,302777778;1
CUST101279;31.00.00;Employed;04.07;26045;728;03.09;326;8740;0;1;0;Kredit Berjalan;Konsolidasi Hutang;14600;09.42;0,233333333;0,389583333;0,129861111;1
CUST101280;36.00.00;Self-Employed;01.00;22179;683;03.01;45;3993;0;1;0;Pinjaman Pribadi;Pendidikan;34600;11.26;00.18;01.56;00.52;1
CUST101281;33.00.00;Self-Employed;02.05;86090;543;03.05;223;38423;1;3;2;Pinjaman Pribadi;Pendidikan;91600;16.47;0,309722222;1.064;0,246527778;0
CUST101282;43.00.00;Employed;01.01;44205;641;10.07;80;15067;1;2;0;Pinjaman Pribadi;Pribadi;85200;14.37;0,236805556;1.927;0,445833333;0
CUST101283;46.00.00;Employed;04.03;36030;671;02.01;306;1732;0;0;0;Kartu Kredit;Medis;49100;0,797222222;0.048;1.363;0,315277778;1
CUST101284;25.00.00;Employed;01.05;66971;561;02.00;3984;1337;0;1;0;Pinjaman Pribadi;Konsolidasi Hutang;69000;15.12;00.02;01.03;0,238194444;0
CUST101285;19.00;Employed;00.03;84376;634;00.03;14;11544;0;0;0;Kartu Kredit;Medis;70000;19.52;0,095138889;0,057638889;0,192361111;1
CUST101286;18.00;Employed;00.00;30765;573;00.06;202;4315;0;2;0;Kredit Berjalan;Bisnis;9600;14.46;00.14;0,216666667;0,072222222;0
CUST101287;41.00.00;Employed;06.05;55964;722;16.04;1979;8584;0;0;0;Kartu Kredit;Pendidikan;10000;17.07;0,10625;0,124305556;00.06;1
CUST101288;21.00;Employed;00.04;31834;684;00.07;15;20784;0;2;0;Kredit Berjalan;Konsolidasi Hutang;16700;10.49;0,453472222;0,364583333;0,121527778;0
CUST101289;18.00;Self-Employed;01.00;76564;511;01.01;118;32394;0;0;1;Kartu Kredit;Pribadi;10300;0,970138889;0,29375;0,09375;0.045;0
CUST101290;39.00.00;Employed;12.02;22209;615;16.09;439;1870;0;0;0;Kartu Kredit;Bisnis;13400;20.51;0.084;0,41875;0,139583333;1
CUST101291;64.00.00;Employed;07.07;47410;664;11.04;241;8739;0;0;0;Kredit Berjalan;Pendidikan;22200;09.01;0,127777778;0,325;0,108333333;1
CUST101292;34.00.00;Employed;01.03;40418;612;13.01;1066;12071;0;1;0;Pinjaman Pribadi;Pendidikan;39300;14.08;0,207638889;0,675;0,225;1
CUST101293;45.00.00;Employed;04.08;81730;603;15.01;12362;13363;0;2;0;Pinjaman Pribadi;Pendidikan;57500;13.44;0,113888889;0,488888889;0,163194444;1
CUST101294;35.00.00;Employed;14.08;35565;652;03.01;318;12643;0;0;0;Kartu Kredit;Pribadi;18800;17.57;0,246527778;0,367361111;0,122222222;1
CUST101295;33.00.00;Self-Employed;06.03;92613;603;03.05;5831;2319;0;0;0;Kartu Kredit;Pribadi;11600;0,855555556;0.025;0,086805556;0.042;1
CUST101296;46.00.00;Self-Employed;13.03;144637;568;11.05;1888;8339;0;0;0;Kartu Kredit;Medis;70000;0,920138889;0.058;0,336111111;0,111805556;1
CUST101297;31.00.00;Self-Employed;03.02;44002;560;01.03;6;12245;0;0;0;Kredit Berjalan;Bisnis;7800;14.01;0,193055556;0,122916667;0.059;0
CUST101298;38.00.00;Employed;10.03;40995;485;13.05;2079;2876;0;0;0;Pinjaman Pribadi;Renovasi Rumah;14400;0,734722222;00.07;0,24375;0,08125;0
CUST101299;38.00.00;Employed;14.07;52174;609;01.06;73;11862;0;0;0;Kredit Berjalan;Bisnis;38500;0,521527778;0,157638889;0,5125;0,170833333;0
CUST101300;26.00.00;Self-Employed;02.08;50362;513;02.02;89;13374;0;0;1;Pinjaman Pribadi;Pendidikan;9300;0,691666667;0,184722222;0,128472222;0.062;1
CUST101301;46.00.00;Employed;15.00;55208;586;01.07;1638;16667;0;2;0;Kredit Berjalan;Pendidikan;13300;13.27;0,209722222;0,167361111;00.08;0
CUST101302;32.00.00;Self-Employed;04.03;83367;551;06.02;568;5369;0;1;0;Kredit Berjalan;Pribadi;28500;14.22;0.064;0,2375;0,079166667;1
CUST101303;25.00.00;Self-Employed;02.03;88232;487;05.05;3376;21888;0;2;0;Pinjaman Pribadi;Konsolidasi Hutang;74400;16.23;0,172222222;0,585416667;0,195138889;0
CUST101304;41.00.00;Employed;19.07;47422;621;08.04;7092;13671;0;1;0;Kartu Kredit;Pendidikan;62300;20.21;0,2;1.314;0,304166667;1
CUST101305;24.00.00;Employed;01.01;50152;673;02.06;1258;22498;0;0;0;Pinjaman Pribadi;Pribadi;83800;0,561111111;0,311805556;1.671;0,386805556;0
CUST101306;35.00.00;Employed;14.00;35932;646;05.03;673;10854;0;2;0;Kartu Kredit;Pendidikan;19900;19.18;0,209722222;0,384722222;0,128472222;1
CUST101307;34.00.00;Employed;07.07;27937;584;02.06;207;4067;0;0;0;Kartu Kredit;Konsolidasi Hutang;28400;0,936111111;0,101388889;1.017;0,235416667;0
CUST101308;48.00.00;Self-Employed;25.05.00;32013;552;12.05;986;20735;0;1;0;Kartu Kredit;Bisnis;11400;0,966666667;0,45;0,247222222;0,082638889;0
CUST101309;40.00.00;Employed;05.08;40050;662;14.02;857;17625;1;2;0;Kartu Kredit;Konsolidasi Hutang;25900;0,818055556;00.44;0,449305556;0,15;0
CUST101310;34.00.00;Employed;01.06;23184;715;00.07;13;12435;0;0;0;Kartu Kredit;Pribadi;18300;0,719444444;0,372222222;0,547916667;0,182638889;0
CUST101311;44.00.00;Self-Employed;04.04;67658;602;15.02;10111;9020;0;0;0;Kredit Berjalan;Pendidikan;50000;0,545833333;0,092361111;0,513194444;0,170833333;1
CUST101312;51.00.00;Employed;00.06;43294;718;29.00.00;2174;8294;0;0;0;Kartu Kredit;Pribadi;51500;15.58;0,133333333;01.19;0,275694444;1
CUST101313;41.00.00;Self-Employed;07.06;42967;628;09.07;75;16656;0;1;0;Kredit Berjalan;Medis;35800;0,525;0,269444444;0,578472222;0,193055556;0
CUST101314;35.00.00;Employed;05.04;49242;694;04.03;254;2909;0;0;1;Pinjaman Pribadi;Konsolidasi Hutang;57500;0,549305556;0.059;1.168;0,270138889;0
CUST101315;19.00;Student;01.03;15000;615;01.05;21;4701;0;0;0;Kredit Berjalan;Renovasi Rumah;10500;0,558333333;0,217361111;00.07;0,161805556;0
CUST101316;22.00;Employed;00.07;28868;627;01.00;118;7033;0;0;0;Kredit Berjalan;Pribadi;26100;0,520138889;0,169444444;0,627777778;0,209027778;1
CUST101317;31.00.00;Employed;09.09;32728;566;10.02;473;9911;0;1;0;Kartu Kredit;Konsolidasi Hutang;14300;0,94375;0,210416667;0,303472222;0,101388889;0
CUST101318;27.00.00;Employed;02.09;20157;646;05.00;746;3016;0;1;0;Pinjaman Pribadi;Pribadi;31000;0,595138889;00.15;1.538;0,35625;0
CUST101319;32.00.00;Employed;12.03;51391;637;06.06;3001;19777;0;0;0;Kartu Kredit;Bisnis;17900;20.11;0,267361111;0,241666667;0,080555556;0
CUST101320;35.00.00;Employed;03.01;31788;638;10.05;140;15465;0;0;0;Kartu Kredit;Bisnis;41400;19.09;0,338194444;1.302;0,301388889;0
CUST101321;41.00.00;Employed;18.03;69524;700;06.08;3678;25138;0;0;0;Pinjaman Pribadi;Pribadi;63100;0,477083333;0,251388889;0,630555556;0,210416667;1
CUST101322;34.00.00;Self-Employed;03.00;90770;600;05.03;12;17328;0;1;0;Kredit Berjalan;Konsolidasi Hutang;21200;11.23;0,132638889;0,1625;0.078;1
CUST101323;40.00.00;Self-Employed;01.03;53611;688;03.01;2183;17920;0;0;0;Kartu Kredit;Pribadi;70000;17.22;0,231944444;1.306;0,302083333;1
CUST101324;35.00.00;Self-Employed;01.07;118172;692;15.00;2039;7194;0;0;1;Kredit Berjalan;Pendidikan;17300;0,469444444;0.061;0,101388889;0.049;1
CUST101325;18.00;Self-Employed;01.00;51591;595;01.08;231;7749;0;1;0;Kartu Kredit;Medis;3000;21.32;00.15;0.058;0.019;1
CUST101326;23.00;Employed;02.07;25901;598;01.05;16;12641;0;0;0;Pinjaman Pribadi;Renovasi Rumah;15200;16.18;0,338888889;0,407638889;0,136111111;0
CUST101327;33.00.00;Employed;04.08;99252;640;08.09;474;7460;0;0;0;Pinjaman Pribadi;Pribadi;43300;13.24;0.075;0,302777778;0,100694444;1
CUST101328;20.00;Employed;01.03;23067;586;01.08;30;2539;0;1;0;Kartu Kredit;Pribadi;28800;0,979861111;00.11;1.249;0,288888889;0
CUST101329;42.00.00;Employed;09.01;177374;621;22.00;14506;32783;0;1;0;Kredit Berjalan;Konsolidasi Hutang;50000;12.05;0,128472222;0,195833333;0.094;1
CUST101330;53.00.00;Self-Employed;24.08.00;69053;596;16.05;234;24295;0;1;0;Pinjaman Pribadi;Renovasi Rumah;100000;0,720833333;0,244444444;1.448;0,335416667;0
CUST101331;49.00.00;Self-Employed;20.05;150529;629;04.00;1698;30178;0;0;0;Pinjaman Pribadi;Pribadi;33000;0,602083333;00.02;0,152083333;0.073;1
CUST101332;32.00.00;Self-Employed;05.02;117662;755;05.07;2554;30973;0;0;0;Kredit Berjalan;Renovasi Rumah;23800;06.04;0,182638889;0,140277778;0.067;1
CUST101333;52.00.00;Self-Employed;01.03;37729;645;24.09.00;258;17831;0;0;0;Pinjaman Pribadi;Bisnis;41400;13.19;0,328472222;1.097;0,254166667;0
CUST101334;36.00.00;Employed;09.03;56489;618;06.04;21607;18042;0;0;0;Kartu Kredit;Pribadi;56800;19.57;0,221527778;1.006;0,232638889;1
CUST101335;30.00.00;Student;00.08;50778;628;11.06;1479;8132;0;2;1;Pinjaman Pribadi;Bisnis;27000;14.07;00.16;0,369444444;0,122916667;0
CUST101336;27.00.00;Employed;05.03;103320;711;04.01;192;54402;0;0;0;Kartu Kredit;Konsolidasi Hutang;70000;15.58;0,365972222;0,470833333;0,156944444;0
CUST101337;31.00.00;Self-Employed;02.03;51847;595;03.00;282;40601;1;2;0;Pinjaman Pribadi;Bisnis;63400;15.23;0,54375;1.223;0,283333333;0
CUST101338;30.00.00;Employed;08.00;19679;630;01.01;41;15635;0;1;0;Kartu Kredit;Pendidikan;14100;20.35;0,552083333;0,497222222;0,165972222;0
CUST101339;37.00.00;Employed;03.09;56286;549;15.03;202;17710;1;2;1;Kredit Berjalan;Bisnis;19300;15.00;0,21875;0,238194444;0,079166667;0
CUST101340;36.00.00;Employed;17.06;33607;544;09.00;16;5008;0;1;0;Kredit Berjalan;Pribadi;16500;0,628472222;0,103472222;0,340972222;0,113888889;1
